,label,tweet,gender,katakunci,pasal,status,kronologis,agama
2776,love,   wowon tersenyum ketika melihat kelakuan kekasih  galaknya  seperti biasa  dia pasti terkena semprotan  cinta  yang selalu bei berikan padanya setiap hari tanpa pernah absen   sini aku bawain belanjaannya  wowon mengambil tas belanjaan milik bei,Perempuan,"babi, muslim, fuck","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",dihentikan karena restorative jaustice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
2777,anger,saya tidak mudah di jatuhkan hanya dengan omongan manusia lemah yang terus mengeluh    jika anda ingin menjatuhkan saya  bersaing lah di saat kau sedang malas malasan ada ratusan bahkan ribuan orang di luar sana yang sedang mencoba menyingkirkan mu,Perempuan,"bom, tidak tahu diri",pengancaman,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
2778,fear,gatau tiba tiba aku takut saja kan ya pas nengok tau tau thomasnya ngajak aku ngobrol gimana ya allah pengsan lah aku  jadi aku balik saja deh bantalnya begini ,Perempuan,"fuck, fucking bitch, fat bitch",pengancaman,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
2779,fear,   wkwkwk laah aku yang masih menata hati dan menata diri stlh menjombs    sudah nyaman jombs  malah dikenalin ama masnya  ku merasa belum pantas   takut pelarian lagi  entah pelarianku yang masih belum moveon dari mantan  cowo idamanku   entah pelaria,Laki-laki,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Restorative Justice,PENCEMARAN NAMA BAIK,Kristen
2780,happy,yap  kalau mau jodoh yang baik  yuk perbaiki diri  ini berlaku terus biarpum sudah menikah  supaya tetap baik seterusnya,Laki-laki,pelacur,UU ITE 27 Ayat 3,Restorative Justice,PENCEMARAN NAMA BAIK,Kristen
2781,anger,oke  lanjut siap bukber sama teman kampus ke rumah teman  katanya dekat  tapi untung aku puasa jadi sabar  muacet poll dimana  sampai rumah temen  baru cuma ada aku    orang ,Laki-laki,penipu,pengancaman,Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
2782,sadness,seperti katak dalam tempurung  kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di indonesia  adalah bentuk dogma atau ideologi sila google  scientism  sila google  arogansi alumni itb  eh,Perempuan,"babi, biongo",UU ITE 27 Ayat 3,lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
2783,sadness,ada manusia yang berusaha melihat nasib dan masa depannya  mereka mencari orang pinter untuk meramal masa depannya  padahal sang peramalpun tidak pernah tahu masa depannya  ibarat orang buta dituntun orang buta demikianlah orang yang mengandalkan nasib dan masa depannya kepada peramal ,Laki-laki,"selingkuh, lobang kubur",Pencemaran nama baik,Naik kejaksaan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
2784,sadness,k netz emang gitu  kalau ngebash suka tidak pake mikir deh   ,Perempuan,"fuck, fucking bitch, fat bitch",UU ITE 27 Ayat 3,Putusan,PENCEMARAN NAMA BAIK,Kristen Protestan
2785,happy,sahabat semua  terimakasih atas dukungannya untuk fariz  putra winarni  dalam dua hari sudah terkumpul rp  jt lebih  fariz sengaja berfoto ganteng sore ini untuk menyampaikan terimakasihnya  ayo terus bersonasi lewat            ,Perempuan,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Penyelidikan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
2786,fear,aku beberapa hari yang lalu habis isya ketiduran kan ya  bangun bangun kok tidak bisa gerak  ketindihan kalau kata orang  serem banget deh ,Perempuan,"babi, muslim, fuck","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",vonis 2 tahun,PENCEMARAN NAMA BAIK,Islam
2787,sadness,      berarti yusufk seringnya nonton penyanyi dangdut yang cuma  jual  goyangan atau busana seksi dibanding suara bagus,Laki-laki,"fuck, fucking bitch, fat bitch",Pencemaran,Restorative Justice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
2788,anger,   belum tentu yang bilang gitu kerja nya bener  mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar  sukses selalu untuk pakde    dan para pendukungnya,Laki-laki,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
2789,sadness,sayang  aku rindu  rindu akan senyummu  rindu akan mata indahmu  rindu akan semua tentangmu  sayang  iya sayang  sayangnya kau tidak mampu merasakan rindu ini ,Perempuan,pelacur,Pencemaran,Penyelidikan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
2790,sadness,tapi agak sedih itu  telinga abis di pukul cenat cenut sampai sekarang dan pusing  alhamdulillah itu batu tidak jadi dilempar  masih ingin sehat sampai besok tuhan,Laki-laki,pelacur,Pasal 315 KUHP,Putusan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
2791,fear,jadi aku tidak berani masuk dari gerbang rumah plz itu serem banget diliatin ayam jago nya gede bgt,Laki-laki,"babi, biongo",KUHP Pasal 310,lidik,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
2792,love,kau tidak terganti  kau yang selalu kunanti  takkan ku lepas lagi  pegang tanganku bersama jatuh cinta kali kedua pada yang sama sama indahnya     ,Perempuan,"bom, tidak tahu diri","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",dihentikan karena restorative jaustice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
2793,happy,sehat selalu buat kita semua  maju terus pantang mundur  bersemangat lah kawan mari berjuang untuk indonesia yang lebih baik  indonesia yang sehat  indonesia kuat  salam sehat dari puskesmas sum   halmahera selatan     terus maju   ,Laki-laki,penipu,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Naik kejaksaan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
2794,anger,pakdheku pulsa telkomselnya tetiba hilang lalu sms dari bpjs   sama provider buat internet disalahin    ke grapari seperti tanya    orang tua susah dibilangin,Laki-laki,pelacur,Pasal 315 KUHP,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
2795,love,gw harap kamu tidak berubah bro  kamu tetap seperti yang aku kenal  bodoamat kamu mau malas atau gimana  intinya aku tau siapa kamu  aku belajar banyak sekali sama kamu bro  banyak sekali  intinya semoga kita menjadi sahabat dunia   akbirat  nice to see you it gagal   ,Perempuan,"selingkuh, lobang kubur",Pencemaran nama baik,Naik kejaksaan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
2796,sadness,pasti kamu akan berpikir bagaimana cara menggantiku kelak  tapi kumohon  sesuaikan lah gaya hidup dengan kondisi  aku ikhlas membantu  ini untuk kelanjutan mu kelak  disaat aku tidak punya apa  untuk membantu,Laki-laki,"peselingkuh gatel, bangsat, asu",pengancaman,Putusan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
2797,love,hatiku selalu untuknya  sahabat saya sendiri  dia orang yang mau maju  smart  tidak neko neko  sederhana  mau berteman dan mau belajar sama siapa saja  sayang sama ibunya banget  bertanggung jawab penuh sama amanahnya  tidak pernah ngeluh,Perempuan,Kodok betina,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
2798,sadness,bagaimana mungkin perbuatan dan kata kata kotor menjadikan hatimu bersih  dan bagaimana mungkin kata kata kotor keluar dari hati yang jernih   allamah thabathabai ,Perempuan,pelacur,KUHP Pasal 310,Penyelidikan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
2799,sadness,saat kita membenci sesuatu dengan berlebihan dan menghasut orang lain ikut membenci apa yang kita benci  maka kelar sudah hidup kita  terputus tali rezeki dan bersiap kematian dengan penyakit hati   fisik menggerogoti diri,Perempuan,"bom, tidak tahu diri","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",dihentikan karena restorative jaustice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
2800,anger,  saya tidak setuju jokowi disamain umar bin khatab sebab umar bin khatab     tidak lempar hadiah ke umat   bacaan al qur an nya fasih   tau kapan harus keras dan keras dan tau kapan harus berlemah lembut   mempersatukan bukan memecah belah jokowi jauh,Perempuan,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,Restorative Justice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
2801,sadness,pulanglah    pulang untuk mengisi peluk yang telah sekian lama sepi tanpa penghuni pulang untuk hati dan lekuk perasaan yang hilang tidak kembali  pulang demi seteguk penghapus dahaga atas rindu yang teramat sangat tidak tercicipi ,Perempuan,"babi, muslim, fuck",Pencemaran nama baik,Restorative Justice,PENCEMARAN NAMA BAIK,Kristen Protestan
2802,love,begitu mulianya tugas orang tua membesarkan anak  mengemban amanah dari tuhan untuk menjaga  mendidik  menyayangi dan memelihara anak  berilah ia cinta dan kebutuhan lahir dan batinnya ,Laki-laki,"peselingkuh gatel, bangsat, asu",Pencemaran,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
2803,anger,apa tidak ada kata lain  yang dipelajari anak disekolah ttg cebong berbeda bagi mereka  anak tanya   jadi cebong itu orang ya  bukan anak katak     ,Laki-laki,"pembohong, pendusta","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
2804,sadness,kadang seseorang punya  cara untuk menghibur orang lain  tapi tidak punya  carapun untuk menghibur dirinya sendiri ,Laki-laki,"babi, muslim, fuck",Pasal 315 KUHP,Naik kejaksaan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
2805,happy,joko widodo meyakinkan bahwa mereka semua akan menemukan dan melihat sendiri betapa toleransi dan sinergi dapat terjalin di antara masyarakat yang bahkan berbeda keyakinan ,Perempuan,"Cina, anus, toilet, jamban, tai",Pencemaran,dihentikan karena restorative jaustice,PENCEMARAN NAMA BAIK,Islam
2806,love,dunia semakin lama semakin banyak tantangan yang bikin stres   tapi sbenarnya obat termanjur dikala gundah melanda adalah nelfon bapak ibu dan bilang  doain aku yaa  kemudiam sebaik jawaban adalah ktika mereka bilang      ,Laki-laki,"peselingkuh gatel, bangsat, asu",Pasal 315 KUHP,Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
2807,sadness,non  nanti jerawatnya diolesi pakek obat adek ya biar cepet hilang  haduh dok gimana bisa hilang  obatnya cuma ketemu dia dok  hlah kok gitu namanya juga jerawat rindu   d,Laki-laki,pelacur,UU ITE 27 Ayat 3,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
2808,anger,seharusnya yang harus marah itu jkt  yang milih   kalau ngerasa memang ada kemunduran ya kamu olang wajar ngomel  mungkin jkt marah juga bisa jadi karena ada rasa sayang  eh gimana ditinggal disaat masih sayangnya gitukan   ,Laki-laki,"bom, tidak tahu diri",Pasal 315 KUHP,vonis 2 tahun,PENCEMARAN NAMA BAIK,Islam
2809,happy,oh my god                       sudah sesuai sayang  malah lebih bagus dari punyaku aaaaaaaaa anak kitaaaa   di  nangis bahagya ,Perempuan,"Cina, anus, toilet, jamban, tai",Pasal 315 KUHP,dihentikan karena restorative jaustice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
2810,love,mencintaimu setulus hati  mengarungi lautan untuk mendapatkan cinta suci  tidak akan pernah menduakanmu walaupun terpisah jarak dan perbedaan ,Perempuan,"peselingkuh gatel, bangsat, asu",KUHP Pasal 310,Putusan,PENCEMARAN NAMA BAIK,Kristen
2811,sadness,daritadi tuh nangis ngeliat foto tae sudah ilangin mulletnya   apa dia tau ya banyak yang gasuka sama mullet dia  kalau kalian sayang bts seharusnya kalian juga bisa menerima apapun yang mereka lakukan dong kalau sudah kyk gini gbs di seselin lagi sudah terjadi huhuhu sedih bgt,Perempuan,"fuck, fucking bitch, fat bitch",Pencemaran,vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
2812,sadness,selagi aku masih baik silahkan datang dan pergi seenakmu saja tapi ingat suatu saat aku akan berubah drastis jadi jangan tanya kenapa aku berubah tanyakan saja kepada dirimu sendiri  ,Laki-laki,"babi, biongo",KUHP Pasal 310,Penyelidikan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
2813,love,akan ku nantikan di sebuah malam saat saat kau melelapkan tidurmu di sebelahku  akan ku bacakan sebuah puisi cinta sampai kau terlelap bersama cintaku ,Laki-laki,pelacur,pengancaman,Restorative Justice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
2814,anger,      semua orang berhak bicara agama  apalagi para koruptor  kalau ketangkep disidang langsung ganti penampilan  berjilbab  pake peci  pake baju koko dll  maling mendadak religius ,Laki-laki,Kodok betina,Pasal 315 KUHP,lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
2815,love,sampai saat seorang teman lelakimu datang kerumah dan meminta izin pada papa untuk mengambilmu darinya  papa akan sangat berhati hati memberikan izin karena papa tau bahwa lelaku itulah yang akan menggantikan posisinya nanti ,Perempuan,Kodok betina,UU ITE 27 Ayat 3,dihentikan karena restorative jaustice,PENCEMARAN NAMA BAIK,Islam
2816,anger,anjir yang di askmf  mau marah tapi mau scroll lagi saja takut  kampret  m trying to sleep right here dkskdf mulai kebayang kan sekarang  babihutan ,Perempuan,"babi, biongo",pengancaman,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
2817,sadness,gak jadi include kemang  karena yang dp tidak jelas php doang tapi besok fix include blokm masih ada slot kosong            ,Laki-laki,Kodok betina,Pencemaran,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
2818,happy,setelah semua persiapan mendaki ready  tidak lupa kita makan siabg dulu  makan siang kali ini kita di temenin nasi ayam kampung bho ie hmmm nasi komplit deh  ada ayam kampung nya ada,Laki-laki,"babi, biongo",Pasal 315 KUHP,dihentikan karena restorative jaustice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
2819,happy,kalian kdg ktemu orang di socmed yang ternyata temennya si ini gitu tidak si eh ternyata si ini mantannya si itu atau wah ternyata si ini yang bikin konten yutub ini   why why the world is so smoll  ,Perempuan,"babi, biongo",Pencemaran nama baik,lidik,PENCEMARAN NAMA BAIK,Kristen Protestan
2820,anger,addeh  mas dan bapak sekalian  sekali lagi via vallen hanyalah korban  yang mesti speak up agar supaya tidak terulang kembali  sebagai bentuk spread awareness sekaligus hukuman buat siapapun yang ngedm dia spy stop  kamu kalau dilecehkan kyk gitu diam saja  gimana pelaku mau berhenti   ,Laki-laki,"bom, tidak tahu diri",Pencemaran nama baik,Penyelidikan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
2821,happy,asal kamu tau saja  orang kurus kecil itu sebenarnya makannya banyak  tapi tidak gede gitu lhoo    dan sebaliknya orang gendut     makan dikit tapi gendut    jangan minder jadi orang kurus gemuk   bersyukur saja sama allah,Perempuan,"fuck, fucking bitch, fat bitch",pengancaman,lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
2822,love,ibarat saya datang baik dengan buku dan pulpen  saya keluar hanya membawa buku itu saja  lantas pulpen itu saya tinggalkan dengan dirinya untuk dijadikan alat tulis baru dirinya dengan yang akan datang untuk bertamu di hari nanti ,Laki-laki,"Cina, anus, toilet, jamban, tai",KUHP Pasal 310,Putusan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
